Choreo_Fashion,Comedy_Drama,Quiz_word game,Drama_Media,FAD_Fashion,Drama_Music,Choreo_word game,Drama_Oratory,word game_writing,Fashion_Oratory,Drama_Fashion,Drama_word game,Music_Oratory,Oratory_word game_writing,Oratory_word game,Culinary_Media,Culinary_Drama,FAD_word game,Comedy_Drama_Oratory,Comedy_Culinary_Drama,Comedy_Oratory,Oratory_writing,Fashion_Music,Oratory_Quiz,Media_Music,Music_word game,Comedy_Drama_word game,Drama_Media_Quiz,Drama_FAD_Quiz,Drama_Fashion_Music,Drama_Media_writing,FAD_Quiz,Choreo_Fashion_Quiz,Choreo_Drama,Choreo_Drama_FAD,FAD_Media,Drama_Quiz,Fashion_word game_writing,Comedy_Drama_Media_Oratory_Quiz_word game_writing,Fashion_writing,Culinary_Drama_Music_writing,Culinary_Oratory,Choreo_Comedy,Comedy_Drama_Media,Comedy_word game,Media_Music_Quiz_word game,Drama_Oratory_writing,Fashion_Oratory_word game,Culinary_Fashion_word game,Drama_FAD_word game,Culinary_Drama_Music_Oratory_Quiz,Comedy_Drama_FAD_Media_Quiz,Choreo_Quiz_word game,Choreo_Drama_Fashion_Music_Oratory_Quiz,Drama_Oratory_word game,Culinary_Oratory_word game,Comedy_Drama_Quiz_word game,FAD_Fashion_Quiz,Choreo_Fashion_Media_word game,Drama_Fashion_Media,Culinary_Fashion_Music,Fashion_Oratory_word game_writing,Fashion_Quiz,Drama_Oratory_Quiz,Choreo_Drama_Media_Music_Quiz_word game,Music_Oratory_Quiz_word game,Music_Quiz,Choreo_Drama_Media_Quiz,FAD_Media_Quiz,Media_Quiz,Drama_FAD_Media_Music_Oratory,Choreo_Music,Drama_writing,Comedy_Drama_Oratory_Quiz,Drama_Oratory_Quiz_word game,Quiz_word game_writing,Drama_Quiz_word game,Comedy_Oratory_Quiz,Drama_Oratory_word game_writing,Drama_Music_Oratory,Comedy_Fashion_Oratory,Choreo_Fashion_word game_writing,Comedy_FAD_Media,Choreo_Oratory,Comedy_Drama_Quiz,Comedy_Oratory_word game_writing,Choreo_FAD_Oratory,Comedy_Drama_Oratory_Quiz_word game,Media_Oratory_Quiz_word game,Drama_FAD_Media,FAD_Oratory,Choreo_Comedy_Drama_Media_Music_Oratory,Drama_Fashion_Media_Music
20,14,14,14,6,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
